ID,Skill,Genre,Experience,Difficulty Rating
4490,Advanced,Adventure,2 years,Moderate
4491,Intermediate,Adventure,1 year,Difficult
4492,Advanced,RPG,1.5 years,Challenging
4493,Advanced,Racing,2.5 years,Challenging
4494,Beginner,RPG,5 years,Easy
4495,Beginner,Strategy,5 years,Moderate
4496,Intermediate,Adventure,5 years,Easy
4497,Intermediate,RPG,4 years,Difficult
4498,Advanced,FPS,1.5 years,Difficult
4499,Advanced,Racing,2 years,Challenging
4500,Intermediate,Racing,2 years,Easy
4501,Beginner,Racing,6 months,Moderate
4502,Advanced,Simulation,4 years,Difficult
4503,Intermediate,RPG,1.5 years,Challenging
4504,Intermediate,Racing,5 years,Challenging
4505,Beginner,Strategy,5 years,Easy
4506,Beginner,Platformer,6 months,Easy
4507,Intermediate,Strategy,2.5 years,Moderate
4508,Beginner,Platformer,4 years,Easy
4509,Intermediate,Simulation,2 years,Difficult
4510,Advanced,Platformer,6 months,Challenging
4511,Intermediate,RPG,3 years,Challenging
4512,Advanced,Sports,4 years,Easy
4513,Advanced,Adventure,1.5 years,Challenging
4514,Intermediate,Puzzle,3 years,Challenging
4515,Intermediate,Puzzle,2 years,Moderate
4516,Advanced,Platformer,2 years,Difficult
4517,Advanced,Puzzle,2.5 years,Easy
4518,Intermediate,Platformer,4 years,Moderate
4519,Beginner,Racing,3 years,Challenging
4520,Beginner,Platformer,5 years,Easy
4521,Advanced,Sports,1 year,Difficult
4522,Intermediate,Simulation,2 years,Challenging
4523,Advanced,Sports,2.5 years,Moderate
4524,Beginner,Puzzle,1 year,Easy
4525,Advanced,Platformer,5 years,Moderate
4526,Intermediate,Puzzle,5 years,Easy
4527,Beginner,Sports,5 years,Challenging
4528,Advanced,Strategy,6 months,Easy
4529,Beginner,Simulation,1 year,Easy
4530,Advanced,Simulation,3 years,Easy
4531,Advanced,RPG,1 year,Difficult
4532,Beginner,Racing,2 years,Easy
4533,Beginner,RPG,4 years,Moderate
4534,Intermediate,Racing,2.5 years,Moderate
4535,Beginner,RPG,1 year,Difficult
4536,Intermediate,RPG,6 months,Easy
4537,Beginner,Simulation,1 year,Difficult
4538,Beginner,Racing,6 months,Easy
4539,Advanced,Sports,2 years,Moderate
4540,Beginner,Adventure,2.5 years,Moderate
4541,Intermediate,Adventure,2.5 years,Difficult
4542,Advanced,Strategy,3 years,Difficult
4543,Beginner,Platformer,3 years,Difficult
4544,Beginner,Platformer,3 years,Difficult
4545,Advanced,RPG,5 years,Easy
4546,Intermediate,Sports,4 years,Moderate
4547,Intermediate,RPG,5 years,Difficult
4548,Advanced,Racing,1.5 years,Easy
4549,Beginner,Puzzle,2.5 years,Easy
4550,Intermediate,Strategy,5 years,Moderate
4551,Beginner,Puzzle,3 years,Difficult
4552,Advanced,Sports,1 year,Moderate
4553,Beginner,Adventure,1 year,Challenging
4554,Advanced,Strategy,2 years,Difficult
4555,Intermediate,Simulation,2.5 years,Moderate
4556,Advanced,Puzzle,3 years,Difficult
4557,Advanced,FPS,4 years,Challenging
4558,Intermediate,Simulation,3 years,Difficult
4559,Advanced,Strategy,1 year,Easy
4560,Intermediate,Racing,3 years,Moderate
4561,Beginner,Simulation,2.5 years,Easy
4562,Beginner,Platformer,4 years,Difficult
4563,Intermediate,Adventure,1.5 years,Moderate
4564,Intermediate,FPS,1 year,Difficult
4565,Intermediate,Simulation,5 years,Difficult
4566,Beginner,Sports,3 years,Challenging
4567,Intermediate,Platformer,2 years,Difficult
4568,Intermediate,Strategy,5 years,Easy
4569,Beginner,RPG,1.5 years,Easy
4570,Beginner,Platformer,1 year,Challenging
4571,Intermediate,Sports,1 year,Challenging
4572,Intermediate,Platformer,2 years,Easy
4573,Advanced,Sports,5 years,Difficult
4574,Advanced,Puzzle,1 year,Moderate
4575,Beginner,Strategy,3 years,Difficult
4576,Beginner,Strategy,5 years,Easy
4577,Advanced,Simulation,5 years,Moderate
4578,Beginner,Simulation,1 year,Easy
4579,Advanced,Puzzle,6 months,Easy
4580,Advanced,RPG,5 years,Easy
4581,Intermediate,Puzzle,6 months,Moderate
4582,Beginner,FPS,1 year,Moderate
4583,Advanced,Adventure,1 year,Difficult
4584,Beginner,FPS,6 months,Easy
4585,Beginner,Platformer,2.5 years,Challenging
4586,Beginner,Strategy,2.5 years,Difficult
4587,Intermediate,Adventure,2.5 years,Moderate
4588,Beginner,Puzzle,5 years,Difficult
4589,Advanced,Simulation,1.5 years,Challenging
4590,Beginner,Sports,5 years,Easy
4591,Intermediate,Puzzle,5 years,Easy
4592,Intermediate,Puzzle,6 months,Moderate
4593,Intermediate,Platformer,6 months,Difficult
4594,Advanced,Sports,2 years,Moderate
4595,Intermediate,Adventure,6 months,Moderate
4596,Advanced,Simulation,2.5 years,Difficult
4597,Advanced,Puzzle,2.5 years,Challenging
4598,Beginner,FPS,2.5 years,Moderate
4599,Advanced,FPS,1 year,Easy
4600,Beginner,FPS,6 months,Easy
4601,Intermediate,Racing,5 years,Easy
4602,Beginner,Strategy,3 years,Difficult
4603,Beginner,Strategy,1 year,Easy
4604,Intermediate,Racing,1.5 years,Difficult
4605,Beginner,Adventure,4 years,Easy
4606,Beginner,Racing,4 years,Moderate
4607,Intermediate,Sports,5 years,Challenging
4608,Advanced,RPG,3 years,Easy
4609,Beginner,RPG,2 years,Moderate
4610,Advanced,Racing,1.5 years,Challenging
4611,Intermediate,Platformer,3 years,Moderate
4612,Beginner,FPS,5 years,Difficult
4613,Intermediate,Racing,2.5 years,Challenging
4614,Intermediate,Racing,6 months,Difficult
4615,Intermediate,Sports,6 months,Easy
4616,Beginner,Strategy,2 years,Challenging
4617,Intermediate,Racing,3 years,Moderate
4618,Beginner,RPG,5 years,Moderate
4619,Advanced,Puzzle,6 months,Easy
4620,Intermediate,Platformer,2.5 years,Easy
4621,Intermediate,Platformer,5 years,Challenging
4622,Intermediate,Puzzle,5 years,Easy
4623,Beginner,Racing,1 year,Challenging
4624,Advanced,Puzzle,3 years,Difficult
4625,Intermediate,RPG,1 year,Moderate
4626,Beginner,FPS,2 years,Moderate
4627,Beginner,Puzzle,2.5 years,Moderate
4628,Intermediate,Adventure,6 months,Difficult
4629,Beginner,RPG,4 years,Challenging
4630,Advanced,Racing,2 years,Moderate
4631,Beginner,Racing,2 years,Easy
4632,Advanced,Adventure,1 year,Easy
4633,Advanced,Platformer,6 months,Difficult
4634,Advanced,Simulation,2 years,Difficult
4635,Advanced,Adventure,1 year,Easy
4636,Advanced,Strategy,5 years,Easy
4637,Intermediate,Sports,5 years,Difficult
4638,Intermediate,Simulation,5 years,Difficult
4639,Intermediate,Racing,1 year,Difficult
4640,Advanced,RPG,3 years,Moderate
4641,Intermediate,Puzzle,2.5 years,Easy
4642,Intermediate,Simulation,3 years,Moderate
4643,Intermediate,RPG,6 months,Moderate
4644,Intermediate,FPS,5 years,Easy
4645,Beginner,Sports,4 years,Moderate
4646,Intermediate,Sports,2.5 years,Difficult
4647,Beginner,Platformer,1 year,Easy
4648,Intermediate,Puzzle,4 years,Challenging
4649,Intermediate,Racing,5 years,Challenging
4650,Advanced,Puzzle,1.5 years,Moderate
4651,Advanced,FPS,1 year,Moderate
4652,Intermediate,Simulation,4 years,Easy
4653,Beginner,Strategy,5 years,Moderate
4654,Beginner,Puzzle,3 years,Challenging
4655,Advanced,Adventure,6 months,Difficult
4656,Intermediate,Adventure,2 years,Moderate
4657,Advanced,FPS,6 months,Difficult
4658,Advanced,FPS,4 years,Difficult
4659,Beginner,Sports,3 years,Moderate
4660,Intermediate,Platformer,5 years,Difficult
4661,Advanced,Platformer,5 years,Easy
4662,Beginner,FPS,1 year,Difficult
4663,Intermediate,FPS,4 years,Moderate
4664,Advanced,Puzzle,3 years,Difficult
4665,Advanced,Simulation,1.5 years,Challenging
4666,Advanced,Puzzle,6 months,Easy
4667,Intermediate,RPG,3 years,Easy
4668,Intermediate,Platformer,3 years,Moderate
4669,Advanced,Platformer,1 year,Moderate
4670,Beginner,Puzzle,4 years,Moderate
4671,Beginner,Puzzle,6 months,Easy
4672,Intermediate,Racing,1 year,Challenging
4673,Advanced,FPS,5 years,Challenging
4674,Intermediate,Strategy,2 years,Easy
4675,Beginner,Platformer,1 year,Easy
4676,Beginner,Simulation,1.5 years,Difficult
4677,Intermediate,RPG,2.5 years,Easy
4678,Intermediate,Puzzle,3 years,Difficult
4679,Intermediate,Puzzle,4 years,Difficult
4680,Advanced,Platformer,2.5 years,Challenging
4681,Advanced,Sports,6 months,Easy
4682,Advanced,Sports,2 years,Challenging
4683,Advanced,Racing,1 year,Easy
4684,Advanced,Adventure,1.5 years,Easy
4685,Intermediate,Adventure,2 years,Challenging
4686,Intermediate,Simulation,1 year,Difficult
4687,Intermediate,Puzzle,5 years,Difficult
4688,Intermediate,RPG,3 years,Challenging
4689,Advanced,Simulation,2 years,Challenging
4690,Advanced,Sports,2 years,Difficult
4691,Advanced,Puzzle,3 years,Moderate
4692,Intermediate,Simulation,6 months,Easy
4693,Advanced,FPS,2.5 years,Challenging
4694,Beginner,Racing,3 years,Easy
4695,Advanced,Puzzle,5 years,Moderate
4696,Beginner,Sports,1.5 years,Challenging
4697,Beginner,Puzzle,6 months,Easy
4698,Intermediate,RPG,3 years,Difficult
4699,Intermediate,Adventure,3 years,Challenging
4700,Intermediate,Platformer,1 year,Challenging
4701,Beginner,Strategy,5 years,Challenging
4702,Advanced,RPG,5 years,Difficult
4703,Beginner,Platformer,4 years,Challenging
4704,Beginner,Racing,6 months,Challenging
4705,Intermediate,Platformer,1.5 years,Challenging
4706,Beginner,Simulation,1.5 years,Difficult
4707,Beginner,Sports,4 years,Easy
4708,Intermediate,Racing,5 years,Moderate
4709,Beginner,Racing,2.5 years,Easy
4710,Beginner,Adventure,1 year,Moderate
4711,Intermediate,Platformer,1.5 years,Easy
4712,Advanced,Sports,1 year,Moderate
4713,Beginner,Platformer,2.5 years,Easy
4714,Beginner,Adventure,1 year,Easy
4715,Intermediate,Racing,1 year,Moderate
4716,Beginner,Sports,1.5 years,Moderate
4717,Advanced,Strategy,4 years,Challenging
4718,Beginner,Adventure,1.5 years,Challenging
4719,Intermediate,Sports,4 years,Challenging
4720,Intermediate,Adventure,3 years,Moderate
4721,Beginner,Adventure,2.5 years,Difficult
4722,Intermediate,Platformer,6 months,Challenging
4723,Intermediate,Adventure,5 years,Easy
4724,Beginner,Racing,4 years,Difficult
4725,Advanced,RPG,1 year,Difficult
4726,Intermediate,FPS,2 years,Challenging
4727,Intermediate,Adventure,2 years,Moderate
4728,Advanced,FPS,1.5 years,Difficult
4729,Beginner,Puzzle,6 months,Moderate
4730,Beginner,Simulation,2 years,Challenging
4731,Advanced,Strategy,3 years,Difficult
4732,Intermediate,Sports,5 years,Easy
4733,Advanced,Strategy,4 years,Easy
4734,Advanced,FPS,2.5 years,Difficult
4735,Advanced,Puzzle,1.5 years,Challenging
4736,Advanced,Adventure,2.5 years,Challenging
4737,Intermediate,Strategy,4 years,Easy
4738,Beginner,Sports,4 years,Moderate
4739,Beginner,FPS,1 year,Challenging
4740,Advanced,FPS,3 years,Difficult
4741,Intermediate,Platformer,2.5 years,Easy
4742,Advanced,Sports,1.5 years,Moderate
4743,Advanced,FPS,6 months,Challenging
4744,Advanced,Adventure,5 years,Moderate
4745,Beginner,Adventure,5 years,Challenging
4746,Advanced,Platformer,1 year,Easy
4747,Beginner,Strategy,2 years,Challenging
4748,Beginner,Simulation,2.5 years,Moderate
4749,Beginner,RPG,1.5 years,Challenging
4750,Beginner,RPG,2 years,Easy
4751,Intermediate,Platformer,5 years,Difficult
4752,Advanced,Puzzle,1 year,Moderate
4753,Advanced,Strategy,4 years,Moderate
4754,Advanced,Strategy,6 months,Challenging
4755,Beginner,Platformer,5 years,Moderate
4756,Advanced,Racing,2.5 years,Difficult
4757,Beginner,Strategy,1.5 years,Challenging
4758,Advanced,Racing,4 years,Moderate
4759,Advanced,Adventure,1 year,Difficult
4760,Advanced,Simulation,1 year,Easy
4761,Advanced,Adventure,1.5 years,Easy
4762,Advanced,Simulation,2 years,Moderate
4763,Beginner,Racing,6 months,Moderate
4764,Beginner,RPG,1.5 years,Difficult
4765,Intermediate,Racing,4 years,Challenging
4766,Beginner,Puzzle,2.5 years,Challenging
4767,Advanced,FPS,6 months,Moderate
4768,Intermediate,Strategy,2.5 years,Challenging
4769,Intermediate,RPG,6 months,Challenging
4770,Beginner,Simulation,3 years,Difficult
4771,Intermediate,Sports,5 years,Challenging
4772,Intermediate,FPS,1 year,Moderate
4773,Advanced,Sports,5 years,Easy
4774,Advanced,Platformer,6 months,Moderate
4775,Advanced,Sports,2.5 years,Easy
4776,Advanced,Simulation,3 years,Challenging
4777,Advanced,Racing,2.5 years,Difficult
4778,Beginner,Puzzle,5 years,Difficult
4779,Advanced,FPS,4 years,Easy
4780,Advanced,RPG,2 years,Difficult
4781,Beginner,Puzzle,1 year,Difficult
4782,Beginner,Racing,1 year,Difficult
4783,Intermediate,RPG,4 years,Difficult
4784,Intermediate,Racing,4 years,Difficult
4785,Advanced,Racing,6 months,Moderate
4786,Advanced,Adventure,1.5 years,Moderate
4787,Advanced,Platformer,2 years,Challenging
4788,Intermediate,Sports,2 years,Easy
4789,Intermediate,Sports,4 years,Difficult
4790,Beginner,Racing,5 years,Difficult
4791,Beginner,Simulation,3 years,Easy
4792,Intermediate,FPS,6 months,Challenging
4793,Advanced,Puzzle,6 months,Challenging
4794,Advanced,Platformer,1 year,Easy
4795,Intermediate,Puzzle,2.5 years,Challenging
4796,Intermediate,Platformer,2 years,Difficult
4797,Beginner,Racing,1 year,Moderate
4798,Advanced,Strategy,1 year,Easy
4799,Beginner,Platformer,6 months,Moderate
4800,Intermediate,Racing,2.5 years,Difficult
4801,Beginner,RPG,6 months,Difficult
4802,Advanced,Sports,2 years,Easy
4803,Advanced,Simulation,6 months,Difficult
4804,Advanced,Strategy,2.5 years,Challenging
4805,Advanced,Racing,4 years,Easy
4806,Advanced,Racing,1.5 years,Challenging
4807,Intermediate,Adventure,2.5 years,Challenging
4808,Beginner,Racing,2.5 years,Challenging
4809,Intermediate,RPG,1.5 years,Easy
4810,Beginner,Racing,4 years,Challenging
4811,Advanced,Sports,1.5 years,Moderate
4812,Intermediate,Simulation,2 years,Difficult
4813,Advanced,Racing,5 years,Challenging
4814,Advanced,Strategy,1.5 years,Moderate
4815,Advanced,Simulation,3 years,Moderate
4816,Intermediate,Simulation,6 months,Challenging
4817,Beginner,Racing,4 years,Moderate
4818,Advanced,FPS,2 years,Difficult
4819,Beginner,Racing,1.5 years,Challenging
4820,Beginner,Simulation,1 year,Difficult
4821,Advanced,Racing,2.5 years,Moderate
4822,Beginner,Simulation,5 years,Moderate
4823,Intermediate,Puzzle,1 year,Difficult
4824,Advanced,Sports,5 years,Easy
4825,Advanced,Racing,6 months,Challenging
4826,Beginner,Racing,6 months,Difficult
4827,Intermediate,Sports,3 years,Moderate
4828,Intermediate,Puzzle,2.5 years,Difficult
4829,Advanced,Simulation,4 years,Challenging
4830,Intermediate,Simulation,2 years,Easy
4831,Beginner,Adventure,6 months,Moderate
4832,Intermediate,Sports,1.5 years,Difficult
4833,Beginner,Platformer,1 year,Difficult
4834,Beginner,RPG,6 months,Challenging
4835,Intermediate,Simulation,1.5 years,Challenging
4836,Beginner,Sports,2.5 years,Difficult
4837,Advanced,RPG,2.5 years,Easy
4838,Beginner,FPS,1.5 years,Difficult
4839,Advanced,Adventure,6 months,Challenging
4840,Beginner,Adventure,5 years,Moderate
4841,Advanced,RPG,2.5 years,Challenging
4842,Beginner,Strategy,2.5 years,Difficult
4843,Intermediate,Platformer,1.5 years,Easy
4844,Beginner,Sports,2 years,Difficult
4845,Advanced,RPG,3 years,Easy
4846,Intermediate,Puzzle,5 years,Challenging
4847,Intermediate,Puzzle,2.5 years,Difficult
4848,Intermediate,Sports,2.5 years,Moderate
4849,Intermediate,FPS,4 years,Moderate
4850,Beginner,Puzzle,1 year,Easy
4851,Advanced,Sports,2.5 years,Challenging
4852,Advanced,Strategy,6 months,Moderate
4853,Advanced,Sports,1 year,Difficult
4854,Beginner,Strategy,2.5 years,Moderate
4855,Intermediate,Puzzle,1.5 years,Difficult
4856,Intermediate,Simulation,5 years,Moderate
4857,Advanced,Sports,2.5 years,Challenging
4858,Advanced,Strategy,6 months,Easy
4859,Intermediate,Adventure,5 years,Challenging
4860,Beginner,Adventure,1.5 years,Challenging
4861,Intermediate,RPG,1 year,Moderate
4862,Beginner,Simulation,2 years,Easy
4863,Beginner,Simulation,1 year,Moderate
4864,Beginner,Racing,5 years,Moderate
4865,Intermediate,Adventure,3 years,Difficult
4866,Advanced,Sports,1 year,Moderate
4867,Advanced,Platformer,2 years,Difficult
4868,Beginner,Strategy,1.5 years,Easy
4869,Intermediate,RPG,1 year,Difficult
4870,Advanced,Strategy,1 year,Easy
4871,Beginner,RPG,1.5 years,Challenging
4872,Advanced,Platformer,2 years,Easy
4873,Advanced,Adventure,2 years,Moderate
4874,Intermediate,Sports,5 years,Moderate
4875,Intermediate,Puzzle,2.5 years,Moderate
4876,Advanced,Adventure,5 years,Easy
4877,Advanced,Puzzle,6 months,Difficult
4878,Beginner,Platformer,3 years,Easy
4879,Advanced,RPG,3 years,Challenging
4880,Advanced,Puzzle,1.5 years,Easy
4881,Beginner,Platformer,4 years,Difficult
4882,Advanced,Platformer,3 years,Difficult
4883,Intermediate,Platformer,1.5 years,Challenging
4884,Advanced,Simulation,2 years,Challenging
4885,Intermediate,Puzzle,4 years,Challenging
4886,Beginner,Racing,1 year,Challenging
4887,Beginner,RPG,2 years,Challenging
4888,Advanced,Simulation,1.5 years,Challenging
4889,Beginner,FPS,1.5 years,Moderate
4890,Intermediate,Puzzle,5 years,Difficult
4891,Beginner,Adventure,3 years,Easy
4892,Advanced,Sports,2.5 years,Easy
4893,Beginner,Puzzle,2.5 years,Difficult
4894,Beginner,Simulation,2.5 years,Difficult
4895,Beginner,Puzzle,2 years,Challenging
4896,Advanced,Strategy,4 years,Moderate
4897,Intermediate,Sports,6 months,Difficult
4898,Intermediate,Platformer,3 years,Difficult
4899,Advanced,Racing,4 years,Easy
4900,Beginner,Sports,4 years,Moderate
4901,Advanced,Puzzle,4 years,Moderate
4902,Intermediate,Puzzle,3 years,Difficult
4903,Intermediate,Simulation,3 years,Challenging
4904,Beginner,Adventure,4 years,Moderate
4905,Beginner,Racing,3 years,Easy
4906,Intermediate,Adventure,2 years,Easy
4907,Intermediate,Strategy,5 years,Moderate
4908,Intermediate,Adventure,6 months,Challenging
4909,Intermediate,Simulation,2.5 years,Challenging
4910,Advanced,Racing,1.5 years,Challenging
4911,Intermediate,Platformer,1 year,Challenging
4912,Beginner,Adventure,1 year,Difficult
4913,Intermediate,Sports,6 months,Challenging
4914,Advanced,RPG,4 years,Easy
4915,Beginner,Racing,2 years,Difficult
4916,Intermediate,FPS,1 year,Easy
4917,Beginner,FPS,4 years,Easy
4918,Intermediate,Simulation,2 years,Challenging
4919,Advanced,Adventure,5 years,Easy
4920,Intermediate,Strategy,4 years,Difficult
4921,Advanced,Puzzle,6 months,Difficult
4922,Advanced,RPG,4 years,Difficult
4923,Intermediate,RPG,2.5 years,Easy
4924,Intermediate,Puzzle,4 years,Difficult
4925,Intermediate,Racing,1.5 years,Easy
4926,Beginner,Simulation,1 year,Difficult
4927,Intermediate,Racing,4 years,Moderate
4928,Advanced,FPS,1 year,Difficult
4929,Advanced,Strategy,3 years,Challenging
4930,Beginner,FPS,3 years,Challenging
4931,Advanced,Simulation,4 years,Moderate
4932,Advanced,Puzzle,2.5 years,Easy
4933,Beginner,FPS,6 months,Difficult
4934,Advanced,Adventure,1.5 years,Easy
4935,Beginner,FPS,4 years,Challenging
4936,Advanced,Platformer,2 years,Difficult
4937,Intermediate,RPG,3 years,Easy
4938,Intermediate,Platformer,4 years,Easy
4939,Beginner,Platformer,5 years,Difficult
4940,Advanced,FPS,2.5 years,Easy
4941,Advanced,RPG,1 year,Moderate
4942,Beginner,Adventure,1.5 years,Moderate
4943,Advanced,Platformer,5 years,Moderate
4944,Advanced,RPG,4 years,Challenging
4945,Beginner,Adventure,6 months,Challenging
4946,Intermediate,FPS,2 years,Easy
4947,Beginner,FPS,2.5 years,Easy
4948,Advanced,Racing,1 year,Moderate
4949,Beginner,Sports,1.5 years,Challenging
4950,Beginner,Platformer,3 years,Easy
4951,Intermediate,FPS,6 months,Difficult
4952,Beginner,Puzzle,5 years,Easy
4953,Beginner,FPS,3 years,Moderate
4954,Intermediate,Platformer,1 year,Easy
4955,Intermediate,Adventure,4 years,Moderate
4956,Advanced,RPG,6 months,Difficult
4957,Advanced,Sports,2 years,Easy
4958,Advanced,Adventure,1 year,Difficult
4959,Beginner,Platformer,4 years,Difficult
4960,Advanced,Adventure,5 years,Easy
4961,Advanced,Strategy,2.5 years,Easy
4962,Advanced,Sports,1 year,Moderate
4963,Beginner,Puzzle,1.5 years,Difficult
4964,Beginner,Adventure,6 months,Moderate
4965,Intermediate,Simulation,1 year,Easy
4966,Beginner,Platformer,1 year,Challenging
4967,Advanced,Sports,1.5 years,Challenging
4968,Beginner,Platformer,1 year,Challenging
4969,Intermediate,Simulation,2.5 years,Difficult
4970,Intermediate,Puzzle,1 year,Challenging
4971,Advanced,Racing,2.5 years,Challenging
4972,Advanced,Strategy,2 years,Moderate
4973,Intermediate,Racing,1.5 years,Easy
4974,Advanced,FPS,1.5 years,Moderate
